principal,security_description,coupon,maturity_date,initial_price_yield,initial_price,initial_yield,series_name,dated_date,instrument,money_type,purpose,is_taxable,is_school,year
1125000.0,SCH-SER B,4.0,2023-02-15,-,107.258,0.35,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1170000.0,SCH-SER B,4.0,2024-02-15,-,110.62,0.43,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1215000.0,SCH-SER B,5.0,2025-02-15,-,118.135,0.42,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1280000.0,SCH-SER B,5.0,2026-02-15,-,122.015,0.53,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1340000.0,SCH-SER B,5.0,2027-02-15,-,125.612,0.64,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1410000.0,SCH-SER B,5.0,2028-02-15,-,128.603,0.79,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1480000.0,SCH-SER B,5.0,2029-02-15,-,131.297,0.93,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1555000.0,SCH-SER B,5.0,2030-02-15,-,133.827,1.05,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1630000.0,SCH-SER B,5.0,2031-02-15,-,136.373,1.14,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1715000.0,SCH-SER B,5.0,2032-02-15,-,135.586,1.21,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1800000.0,SCH-SER B,5.0,2033-02-15,-,135.027,1.26,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1890000.0,SCH-SER B,5.0,2034-02-15,-,134.359,1.32,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
1985000.0,SCH-SER B,4.0,2035-02-15,-,122.505,1.56,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2065000.0,SCH-SER B,4.0,2036-02-15,-,122.091,1.6,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2145000.0,SCH-SER B,4.0,2037-02-15,-,121.679,1.64,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2230000.0,SCH-SER B,4.0,2038-02-15,-,121.268,1.68,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2320000.0,SCH-SER B,3.0,2039-02-15,-,109.685,1.93,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2390000.0,SCH-SER B,2.0,2040-02-15,-,98.905,2.07,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
2430000.0,SCH-SER B,2.0,2041-02-15,-,98.373,2.1,SCHOOL SERIAL BONDS-2021B,2021-02-16,Bond,New money,School,False,True,2021
650000.0,TAXABLE-SER C,0.6,2023-02-15,-,100.0,0.6,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
650000.0,TAXABLE-SER C,0.8,2024-02-15,-,100.0,0.8,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
660000.0,TAXABLE-SER C,1.0,2025-02-15,-,100.0,1.0,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
665000.0,TAXABLE-SER C,1.2,2026-02-15,-,100.0,1.2,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
670000.0,TAXABLE-SER C,1.4,2027-02-15,-,100.0,1.4,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
680000.0,TAXABLE-SER C,1.6,2028-02-15,-,100.0,1.6,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
695000.0,TAXABLE-SER C,1.75,2029-02-15,-,100.0,1.75,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
705000.0,TAXABLE-SER C,1.87,2030-02-15,-,100.0,1.87,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
720000.0,TAXABLE-SER C,2.0,2031-02-15,-,100.0,2.0,GENERAL OBLIGATION SERIAL BONDS-2021C (FEDERALLY TAXABLE),2021-02-16,Bond,New money,General / public improvement,True,False,2021
65000000.0,REV ANTIC NTS,2.0,2021-06-30,-,100.858,0.45,REVENUE ANTICIPATION NOTES-2020/2021,2020-12-10,Note,New money,General / public improvement,False,False,2020
